date,tournament,team,opponent,location,result,score,opp_score,points,xg,city,country,neutral,age,min,crdY,crdR
2021-09-09,FIFA World Cup qualification,Ecuador,Uruguay,-1,L,0,1,0,NA,Montevideo,Uruguay,FALSE,25.2,66,1,0
2014-03-05,Friendly,Japan,New Zealand,1,W,4,2,3,NA,Tokyo,Japan,FALSE,25.941176470588236,58.23529411764706,0,0
2014-03-05,Friendly,New Zealand,Japan,-1,L,2,4,0,NA,Tokyo,Japan,FALSE,24.5,61.875,0,0
2021-09-09,FIFA World Cup qualification,Argentina,Bolivia,1,W,3,0,3,NA,Buenos Aires,Argentina,FALSE,27.6875,61.875,0,0
2021-09-09,FIFA World Cup qualification,Bolivia,Argentina,-1,L,0,3,0,NA,Buenos Aires,Argentina,FALSE,25.533333333333335,66,3,0
2021-09-09,FIFA World Cup qualification,Brazil,Peru,1,W,2,0,3,NA,Recife,Brazil,FALSE,28.375,61.875,4,0
2021-09-09,FIFA World Cup qualification,Peru,Brazil,-1,L,0,2,0,NA,Recife,Brazil,FALSE,28.9375,61.875,5,0
2021-10-06,FIFA World Cup qualification,Sudan,Guinea,0,D,1,1,1,NA,Marrakech,Morocco,TRUE,28.333333333333332,66,4,0
2021-10-06,FIFA World Cup qualification,Guinea,Sudan,0,D,1,1,1,NA,Marrakech,Morocco,TRUE,25.1875,61.875,2,0
2021-10-06,FIFA World Cup qualification,Morocco,Guinea-Bissau,1,W,5,0,3,NA,Rabat,Morocco,FALSE,26.0625,61.875,0,0
2021-10-06,FIFA World Cup qualification,Guinea-Bissau,Morocco,-1,L,0,5,0,NA,Rabat,Morocco,FALSE,26.3125,61.875,3,0
2021-10-06,Friendly,Bahrain,Curaçao,1,W,4,0,3,NA,Riffa,Bahrain,FALSE,28.705882352941178,58.23529411764706,0,0
2021-10-06,Friendly,Curaçao,Bahrain,-1,L,0,4,0,NA,Riffa,Bahrain,FALSE,26.529411764705884,58.23529411764706,0,0
2021-10-06,Friendly,Jordan,Malaysia,1,W,4,0,3,NA,Amman,Jordan,FALSE,26.941176470588236,58.23529411764706,2,0
2021-10-06,Friendly,Malaysia,Jordan,-1,L,0,4,0,NA,Amman,Jordan,FALSE,26.58823529411765,58.23529411764706,2,0
2021-10-06,UEFA Nations League,Italy,Spain,1,L,1,2,0,NA,Milan,Italy,FALSE,26.5,58.8125,3,1
2021-10-06,UEFA Nations League,Spain,Italy,-1,W,2,1,3,NA,Milan,Italy,FALSE,25.466666666666665,66,4,0
2021-10-07,FIFA World Cup qualification,Tunisia,Mauritania,1,W,3,0,3,NA,Radès,Tunisia,FALSE,26.25,61.875,1,0
2021-10-07,FIFA World Cup qualification,Mauritania,Tunisia,-1,L,0,3,0,NA,Radès,Tunisia,FALSE,25.25,61.875,2,0
2021-10-07,FIFA World Cup qualification,Liberia,Cape Verde,0,L,1,2,0,NA,Accra,Ghana,TRUE,23.933333333333334,66,3,0
2021-10-07,FIFA World Cup qualification,Cape Verde,Liberia,0,W,2,1,3,NA,Accra,Ghana,TRUE,28.1875,61.875,0,0
2021-10-07,FIFA World Cup qualification,Rwanda,Uganda,1,L,0,1,0,NA,Kigali,Rwanda,FALSE,26.625,61.875,0,0
2021-10-07,FIFA World Cup qualification,Uganda,Rwanda,-1,W,1,0,3,NA,Kigali,Rwanda,FALSE,24.3125,61.875,3,0
2014-03-05,Friendly,Kazakhstan,Lithuania,0,D,1,1,1,NA,Antalya,Turkey,TRUE,27,58.23529411764706,1,0
2014-03-05,Friendly,Lithuania,Kazakhstan,0,D,1,1,1,NA,Antalya,Turkey,TRUE,25.133333333333333,61.875,0,0
2021-10-07,FIFA World Cup qualification,Mali,Kenya,0,W,5,0,3,NA,Agadir,Morocco,TRUE,24.4375,61.875,0,0
2021-10-07,FIFA World Cup qualification,Kenya,Mali,0,L,0,5,0,NA,Agadir,Morocco,TRUE,24.6875,61.875,1,0
2021-10-07,FIFA World Cup qualification,Tanzania,Benin,1,L,0,1,0,NA,Dar es Salaam,Tanzania,FALSE,24.3125,61.875,1,0
2021-10-07,FIFA World Cup qualification,Benin,Tanzania,-1,W,1,0,3,NA,Dar es Salaam,Tanzania,FALSE,27.133333333333333,66,1,0
2021-10-07,FIFA World Cup qualification,Ecuador,Bolivia,1,W,3,0,3,NA,Guayaquil,Ecuador,FALSE,23.625,61.875,0,0
2021-10-07,FIFA World Cup qualification,Bolivia,Ecuador,-1,L,0,3,0,NA,Guayaquil,Ecuador,FALSE,25.625,61.875,0,0
2021-10-07,FIFA World Cup qualification,Venezuela,Brazil,1,L,1,3,0,NA,Caracas,Venezuela,FALSE,25.9375,61.875,2,0
2021-10-07,FIFA World Cup qualification,Brazil,Venezuela,-1,W,3,1,3,NA,Caracas,Venezuela,FALSE,26.3125,61.875,1,0
2021-10-07,FIFA World Cup qualification,Paraguay,Argentina,1,D,0,0,1,NA,Asunción,Paraguay,FALSE,26.75,61.875,2,0
2021-10-07,FIFA World Cup qualification,Argentina,Paraguay,-1,D,0,0,1,NA,Asunción,Paraguay,FALSE,27.6875,61.875,0,0
2021-10-07,FIFA World Cup qualification,Peru,Chile,1,W,2,0,3,NA,Lima,Peru,FALSE,29.533333333333335,66,2,0
2021-10-07,FIFA World Cup qualification,Chile,Peru,-1,L,0,2,0,NA,Lima,Peru,FALSE,29,66,5,0
2021-10-07,FIFA World Cup qualification,Uruguay,Colombia,1,D,0,0,1,NA,Montevideo,Uruguay,FALSE,26.9375,61.875,1,0
2021-10-07,FIFA World Cup qualification,Colombia,Uruguay,-1,D,0,0,1,NA,Montevideo,Uruguay,FALSE,28.4,66,3,0
2021-10-07,UEFA Nations League,Belgium,France,0,L,2,3,0,NA,Turin,Italy,TRUE,28.642857142857142,70.71428571428571,1,0
2021-10-07,UEFA Nations League,France,Belgium,0,W,3,2,3,NA,Turin,Italy,TRUE,26.642857142857142,70.71428571428571,0,0
2021-10-08,FIFA World Cup qualification,Czech Republic,Wales,1,D,2,2,1,NA,Prague,Czech Republic,FALSE,26.375,61.875,2,0
2021-10-08,FIFA World Cup qualification,Wales,Czech Republic,-1,D,2,2,1,NA,Prague,Czech Republic,FALSE,25.2,66,3,0
2021-10-08,FIFA World Cup qualification,Estonia,Belarus,1,W,2,0,3,NA,Tallinn,Estonia,FALSE,27,66,3,0
2021-10-08,FIFA World Cup qualification,Belarus,Estonia,-1,L,0,2,0,NA,Tallinn,Estonia,FALSE,25.9375,61.875,1,0
2014-03-05,Friendly,Luxembourg,Cape Verde,1,D,0,0,1,NA,Luxembourg,Luxembourg,FALSE,25,76.15384615384616,0,0
2014-03-05,Friendly,Cape Verde,Luxembourg,-1,D,0,0,1,NA,Luxembourg,Luxembourg,FALSE,25.6875,61.875,2,0
2021-10-08,FIFA World Cup qualification,Gibraltar,Montenegro,1,L,0,3,0,NA,Gibraltar,Gibraltar,FALSE,28.875,61.875,1,0
2021-10-08,FIFA World Cup qualification,Montenegro,Gibraltar,-1,W,3,0,3,NA,Gibraltar,Gibraltar,FALSE,28.375,61.875,2,0
2021-10-08,FIFA World Cup qualification,Latvia,Netherlands,1,L,0,1,0,NA,Riga,Latvia,FALSE,25.375,61.875,0,0
2021-10-08,FIFA World Cup qualification,Netherlands,Latvia,-1,W,1,0,3,NA,Riga,Latvia,FALSE,25.785714285714285,70.71428571428572,0,0
2021-10-08,FIFA World Cup qualification,Malta,Slovenia,1,L,0,4,0,NA,Ta' Qali,Malta,FALSE,25.5625,61.875,2,0
2021-10-08,FIFA World Cup qualification,Slovenia,Malta,-1,W,4,0,3,NA,Ta' Qali,Malta,FALSE,25.9375,61.875,0,0
2021-10-08,FIFA World Cup qualification,Cyprus,Croatia,1,L,0,3,0,NA,Larnaca,Cyprus,FALSE,25.5625,61.875,2,0
2021-10-08,FIFA World Cup qualification,Croatia,Cyprus,-1,W,3,0,3,NA,Larnaca,Cyprus,FALSE,25.875,61.875,2,0
2021-10-08,FIFA World Cup qualification,Russia,Slovakia,1,W,1,0,3,NA,Kazan,Russia,FALSE,26.6875,61.875,1,0
2021-10-08,FIFA World Cup qualification,Slovakia,Russia,-1,L,0,1,0,NA,Kazan,Russia,FALSE,26.0625,61.875,2,0
2021-10-08,FIFA World Cup qualification,Iceland,Armenia,1,D,1,1,1,NA,Reykjavík,Iceland,FALSE,25.5,61.875,3,0
2021-10-08,FIFA World Cup qualification,Armenia,Iceland,-1,D,1,1,1,NA,Reykjavík,Iceland,FALSE,28.8,66,1,0
2021-10-08,FIFA World Cup qualification,Germany,Romania,1,W,2,1,3,NA,Hamburg,Germany,FALSE,26.333333333333332,66,1,0
2021-10-08,FIFA World Cup qualification,Romania,Germany,-1,L,1,2,0,NA,Hamburg,Germany,FALSE,26.5,61.875,3,0
2021-10-08,FIFA World Cup qualification,Algeria,Niger,1,W,6,1,3,NA,Algiers,Algeria,FALSE,26.9375,61.875,1,0
2021-10-08,FIFA World Cup qualification,Niger,Algeria,-1,L,1,6,0,NA,Algiers,Algeria,FALSE,27.5,66,1,0
2021-10-08,FIFA World Cup qualification,Djibouti,Burkina Faso,0,L,0,4,0,NA,Marrakech,Morocco,TRUE,24.25,61.875,2,0
2021-10-08,FIFA World Cup qualification,Burkina Faso,Djibouti,0,W,4,0,3,NA,Marrakech,Morocco,TRUE,25.625,61.875,3,0
2021-10-08,FIFA World Cup qualification,Cameroon,Mozambique,1,W,3,1,3,NA,Douala,Cameroon,FALSE,26.75,61.875,0,0
2021-10-08,FIFA World Cup qualification,Mozambique,Cameroon,-1,L,1,3,0,NA,Douala,Cameroon,FALSE,24.866666666666667,65.8,3,1
2014-03-05,Friendly,Montenegro,Ghana,1,W,1,0,3,NA,Podgorica,Montenegro,FALSE,27.529411764705884,58.23529411764706,2,0
2014-03-05,Friendly,Ghana,Montenegro,-1,L,0,1,0,NA,Podgorica,Montenegro,FALSE,25,58.23529411764706,3,0
2021-10-08,FIFA World Cup qualification,Angola,Gabon,1,W,3,1,3,NA,Luanda,Angola,FALSE,25.4,66,3,0
2021-10-08,FIFA World Cup qualification,Gabon,Angola,-1,L,1,3,0,NA,Luanda,Angola,FALSE,28.23076923076923,76.15384615384616,1,0
2021-10-08,FIFA World Cup qualification,Egypt,Libya,1,W,1,0,3,NA,Alexandria,Egypt,FALSE,28.1875,61.875,1,0
2021-10-08,FIFA World Cup qualification,Libya,Egypt,-1,L,0,1,0,NA,Alexandria,Egypt,FALSE,27.5,61.875,0,0
2021-10-09,FIFA World Cup qualification,Luxembourg,Serbia,1,L,0,1,0,NA,Luxembourg,Luxembourg,FALSE,25.307692307692307,76.15384615384616,2,0
2021-10-09,FIFA World Cup qualification,Serbia,Luxembourg,-1,W,1,0,3,NA,Luxembourg,Luxembourg,FALSE,26.625,61.875,2,0
2021-10-09,FIFA World Cup qualification,Georgia,Greece,1,L,0,2,0,NA,Batumi,Georgia,FALSE,26.2,66,3,0
2021-10-09,FIFA World Cup qualification,Greece,Georgia,-1,W,2,0,3,NA,Batumi,Georgia,FALSE,26,70.71428571428572,4,0
2021-10-09,FIFA World Cup qualification,Switzerland,Northern Ireland,1,W,2,0,3,NA,Geneva,Switzerland,FALSE,27.1875,61.875,1,0
2021-10-09,FIFA World Cup qualification,Northern Ireland,Switzerland,-1,L,0,2,0,NA,Geneva,Switzerland,FALSE,26.8,62.4,4,1
2021-10-09,FIFA World Cup qualification,Faroe Islands,Austria,1,L,0,2,0,NA,Tórshavn,Faroe Islands,FALSE,27.6,66,3,0
2021-10-09,FIFA World Cup qualification,Austria,Faroe Islands,-1,W,2,0,3,NA,Tórshavn,Faroe Islands,FALSE,26.8125,61.875,1,0
2021-10-09,FIFA World Cup qualification,Moldova,Denmark,1,L,0,4,0,NA,Chișinău,Moldova,FALSE,26.875,61.875,3,0
2021-10-09,FIFA World Cup qualification,Denmark,Moldova,-1,W,4,0,3,NA,Chișinău,Moldova,FALSE,26.875,61.875,0,0
2021-10-09,FIFA World Cup qualification,Andorra,England,1,L,0,5,0,NA,Andorra la Vella,Andorra,FALSE,28.625,61.875,2,0
2021-10-09,FIFA World Cup qualification,England,Andorra,-1,W,5,0,3,NA,Andorra la Vella,Andorra,FALSE,24.933333333333334,66,3,0
2021-10-09,FIFA World Cup qualification,Hungary,Albania,1,L,0,1,0,NA,Budapest,Hungary,FALSE,25.875,61.875,2,0
2021-10-09,FIFA World Cup qualification,Albania,Hungary,-1,W,1,0,3,NA,Budapest,Hungary,FALSE,26.3125,61.875,4,0
2021-10-09,FIFA World Cup qualification,Poland,San Marino,1,W,5,0,3,NA,Warsaw,Poland,FALSE,25.9375,61.875,1,0
2021-10-09,FIFA World Cup qualification,San Marino,Poland,-1,L,0,5,0,NA,Warsaw,Poland,FALSE,27.875,61.875,1,0
2014-03-05,Friendly,Morocco,Gabon,1,D,1,1,1,NA,Marrakech,Morocco,FALSE,24.470588235294116,58.23529411764705,0,0
2014-03-05,Friendly,Gabon,Morocco,-1,D,1,1,1,NA,Marrakech,Morocco,FALSE,22.941176470588236,58.23529411764705,0,0
2021-10-09,FIFA World Cup qualification,Ethiopia,South Africa,1,L,1,3,0,NA,Bahir Dar,Ethiopia,FALSE,24.3125,61.875,0,0
2021-10-09,FIFA World Cup qualification,South Africa,Ethiopia,-1,W,3,1,3,NA,Bahir Dar,Ethiopia,FALSE,25.571428571428573,66,3,0
2021-10-09,FIFA World Cup qualification,Ghana,Zimbabwe,1,W,3,1,3,NA,Cape Coast,Ghana,FALSE,25.3125,61.875,2,0
2021-10-09,FIFA World Cup qualification,Zimbabwe,Ghana,-1,L,1,3,0,NA,Cape Coast,Ghana,FALSE,28.875,61.875,1,0
2021-10-09,FIFA World Cup qualification,Togo,Congo,1,D,1,1,1,NA,Lomé,Togo,FALSE,25.9375,61.875,3,0
2021-10-09,FIFA World Cup qualification,Congo,Togo,-1,D,1,1,1,NA,Lomé,Togo,FALSE,24.0625,61.875,3,0
2021-10-09,FIFA World Cup qualification,Senegal,Namibia,1,W,4,1,3,NA,Thiès,Senegal,FALSE,27.25,61.875,1,0
2021-10-09,FIFA World Cup qualification,Namibia,Senegal,-1,L,1,4,0,NA,Thiès,Senegal,FALSE,29,61.875,3,0
2021-10-09,FIFA World Cup qualification,Guinea,Sudan,0,D,2,2,1,NA,Agadir,Morocco,TRUE,24.8,66,2,0
2021-10-09,FIFA World Cup qualification,Sudan,Guinea,0,D,2,2,1,NA,Agadir,Morocco,TRUE,28.375,61.875,3,0
2021-10-09,Friendly,Portugal,Qatar,1,W,3,0,3,NA,Faro-Loulé,Portugal,FALSE,27,58.23529411764706,1,0
2021-10-09,Friendly,Qatar,Portugal,-1,L,0,3,0,NA,Faro-Loulé,Portugal,FALSE,26.285714285714285,70.71428571428571,3,0
2021-10-09,Friendly,Uzbekistan,Malaysia,0,W,5,1,3,NA,Amman,Jordan,TRUE,24.176470588235293,58.23529411764706,0,0
2021-10-09,Friendly,Malaysia,Uzbekistan,0,L,1,5,0,NA,Amman,Jordan,TRUE,26.58823529411765,58.23529411764706,0,0
2021-10-09,AFC Asian Cup qualification,Guam,Cambodia,0,L,0,1,0,NA,Isa Town,Bahrain,TRUE,27.133333333333333,66,1,0
2021-10-09,AFC Asian Cup qualification,Cambodia,Guam,0,W,1,0,3,NA,Isa Town,Bahrain,TRUE,24.4375,61.875,1,0
2021-10-10,FIFA World Cup qualification,Mauritania,Tunisia,1,D,0,0,1,NA,Nouakchott,Mauritania,FALSE,25.666666666666668,66,0,0
2021-10-10,FIFA World Cup qualification,Tunisia,Mauritania,-1,D,0,0,1,NA,Nouakchott,Mauritania,FALSE,27.2,66,1,0
2021-10-10,FIFA World Cup qualification,Cape Verde,Liberia,1,W,1,0,3,NA,Mindelo,Cape Verde,FALSE,28.1875,61.875,2,0
2021-10-10,FIFA World Cup qualification,Liberia,Cape Verde,-1,L,0,1,0,NA,Mindelo,Cape Verde,FALSE,25.285714285714285,70.71428571428571,4,0
2014-03-05,Friendly,Poland,Scotland,1,L,0,1,0,NA,Warsaw,Poland,FALSE,26.470588235294116,58.23529411764705,1,0
2014-03-05,Friendly,Scotland,Poland,-1,W,1,0,3,NA,Warsaw,Poland,FALSE,27.41176470588235,58.23529411764705,3,0
2021-10-10,FIFA World Cup qualification,Kenya,Mali,1,L,0,1,0,NA,Nairobi,Kenya,FALSE,24.23076923076923,76.15384615384616,0,0
2021-10-10,FIFA World Cup qualification,Mali,Kenya,-1,W,1,0,3,NA,Nairobi,Kenya,FALSE,25.4,66,2,0
2021-10-10,FIFA World Cup qualification,Uganda,Rwanda,1,W,1,0,3,NA,Entebbe,Uganda,FALSE,24.25,61.875,1,0
2021-10-10,FIFA World Cup qualification,Rwanda,Uganda,-1,L,0,1,0,NA,Entebbe,Uganda,FALSE,25.76923076923077,76.15384615384616,4,0
2021-10-10,FIFA World Cup qualification,Benin,Tanzania,1,L,0,1,0,NA,Cotonou,Benin,FALSE,26.0625,61.875,2,0
2021-10-10,FIFA World Cup qualification,Tanzania,Benin,-1,W,1,0,3,NA,Cotonou,Benin,FALSE,24.333333333333332,66,3,0
2021-10-10,FIFA World Cup qualification,Bolivia,Peru,1,W,1,0,3,NA,La Paz,Bolivia,FALSE,27.5,60.875,3,1
2021-10-10,FIFA World Cup qualification,Peru,Bolivia,-1,L,0,1,0,NA,La Paz,Bolivia,FALSE,28.6875,61.875,2,0
2021-10-10,FIFA World Cup qualification,Colombia,Brazil,1,D,0,0,1,NA,Barranquilla,Colombia,FALSE,27.666666666666668,66,2,0
2021-10-10,FIFA World Cup qualification,Brazil,Colombia,-1,D,0,0,1,NA,Barranquilla,Colombia,FALSE,27,70.71428571428571,0,0
2021-10-10,FIFA World Cup qualification,Venezuela,Ecuador,1,W,2,1,3,NA,Caracas,Venezuela,FALSE,25.875,61.875,4,0
2021-10-10,FIFA World Cup qualification,Ecuador,Venezuela,-1,L,1,2,0,NA,Caracas,Venezuela,FALSE,24.5,61.875,2,0
2021-10-10,FIFA World Cup qualification,Argentina,Uruguay,1,W,3,0,3,NA,Buenos Aires,Argentina,FALSE,26.4375,61.875,0,0
2021-10-10,FIFA World Cup qualification,Uruguay,Argentina,-1,L,0,3,0,NA,Buenos Aires,Argentina,FALSE,27.125,61.875,0,0
2021-10-10,FIFA World Cup qualification,Chile,Paraguay,1,W,2,0,3,NA,Santiago,Chile,FALSE,29.357142857142858,69.5,4,1
2021-10-10,FIFA World Cup qualification,Paraguay,Chile,-1,L,0,2,0,NA,Santiago,Chile,FALSE,27.625,61.75,4,1
2021-10-10,UEFA Nations League,Italy,Belgium,1,W,2,1,3,NA,Turin,Italy,FALSE,25.5,61.875,2,0
2021-10-10,UEFA Nations League,Belgium,Italy,-1,L,1,2,0,NA,Turin,Italy,FALSE,27.5,70.71428571428571,3,0
2021-10-10,UEFA Nations League,Spain,France,0,L,1,2,0,NA,Milan,Italy,TRUE,25.266666666666666,66,1,0
2021-10-10,UEFA Nations League,France,Spain,0,W,2,1,3,NA,Milan,Italy,TRUE,26.428571428571427,70.71428571428572,3,0
2014-03-05,Friendly,Portugal,Cameroon,1,W,5,1,3,NA,Leiria,Portugal,FALSE,26.647058823529413,58.23529411764706,1,0
2014-03-05,Friendly,Cameroon,Portugal,-1,L,1,5,0,NA,Leiria,Portugal,FALSE,27.058823529411764,58.23529411764706,1,0
2021-10-11,FIFA World Cup qualification,Belarus,Czech Republic,0,L,0,2,0,NA,Kazan,Russia,TRUE,25.857142857142858,70.71428571428572,3,0
2021-10-11,FIFA World Cup qualification,Czech Republic,Belarus,0,W,2,0,3,NA,Kazan,Russia,TRUE,26.125,61.875,2,0
2021-10-11,FIFA World Cup qualification,Estonia,Wales,1,L,0,1,0,NA,Tallinn,Estonia,FALSE,26.1875,61.875,3,0
2021-10-11,FIFA World Cup qualification,Wales,Estonia,-1,W,1,0,3,NA,Tallinn,Estonia,FALSE,25.2,66,4,0
2021-10-11,FIFA World Cup qualification,Netherlands,Gibraltar,1,W,6,0,3,NA,Rotterdam,Netherlands,FALSE,26.642857142857142,70.71428571428571,0,0
2021-10-11,FIFA World Cup qualification,Gibraltar,Netherlands,-1,L,0,6,0,NA,Rotterdam,Netherlands,FALSE,28.75,61.875,1,0
2021-10-11,FIFA World Cup qualification,Norway,Montenegro,1,W,2,0,3,NA,Oslo,Norway,FALSE,25.25,61.875,2,0
2021-10-11,FIFA World Cup qualification,Montenegro,Norway,-1,L,0,2,0,NA,Oslo,Norway,FALSE,27.4,65.93333333333334,6,1
2021-10-11,FIFA World Cup qualification,Cyprus,Malta,1,D,2,2,1,NA,Larnaca,Cyprus,FALSE,25.1875,61.875,3,0
2021-10-11,FIFA World Cup qualification,Malta,Cyprus,-1,D,2,2,1,NA,Larnaca,Cyprus,FALSE,26.625,61.875,1,0
2021-10-11,FIFA World Cup qualification,Croatia,Slovakia,1,D,2,2,1,NA,Osijek,Croatia,FALSE,26.266666666666666,66,1,0
2021-10-11,FIFA World Cup qualification,Slovakia,Croatia,-1,D,2,2,1,NA,Osijek,Croatia,FALSE,27.142857142857142,70.71428571428572,4,0
2021-10-11,FIFA World Cup qualification,Slovenia,Russia,1,L,1,2,0,NA,Maribor,Slovenia,FALSE,25.866666666666667,66,6,0
2021-10-11,FIFA World Cup qualification,Russia,Slovenia,-1,W,2,1,3,NA,Maribor,Slovenia,FALSE,26.4375,61.875,1,0
2021-10-11,FIFA World Cup qualification,Iceland,Liechtenstein,1,W,4,0,3,NA,Reykjavík,Iceland,FALSE,23.6875,61.875,0,0
2021-10-11,FIFA World Cup qualification,Liechtenstein,Iceland,-1,L,0,4,0,NA,Reykjavík,Iceland,FALSE,25.375,60.125,3,1
2021-10-11,FIFA World Cup qualification,Romania,Armenia,1,W,1,0,3,NA,Bucharest,Romania,FALSE,26,61.875,2,0
2021-10-11,FIFA World Cup qualification,Armenia,Romania,-1,L,0,1,0,NA,Bucharest,Romania,FALSE,28.4375,61.875,5,0
2021-10-11,FIFA World Cup qualification,Burkina Faso,Djibouti,0,W,2,0,3,NA,Marrakech,Morocco,TRUE,25.125,61.875,3,0
2021-10-11,FIFA World Cup qualification,Djibouti,Burkina Faso,0,L,0,2,0,NA,Marrakech,Morocco,TRUE,23.875,60.375,2,1
1998-06-24,FIFA World Cup,France,Denmark,1,W,2,1,3,NA,Lyon,France,FALSE,25.5,70.71428571428572,2,0
1998-06-24,FIFA World Cup,Denmark,France,-1,L,1,2,0,NA,Lyon,France,FALSE,28.857142857142858,70.71428571428571,2,0
2014-03-05,Friendly,Romania,Argentina,1,D,0,0,1,NA,Bucharest,Romania,FALSE,26.705882352941178,58.23529411764706,0,0
2014-03-05,Friendly,Argentina,Romania,-1,D,0,0,1,NA,Bucharest,Romania,FALSE,27.533333333333335,66,0,0
2021-10-11,FIFA World Cup qualification,Mozambique,Cameroon,0,L,0,1,0,NA,Tangier,Morocco,TRUE,25.071428571428573,66,0,0
2021-10-11,FIFA World Cup qualification,Cameroon,Mozambique,0,W,1,0,3,NA,Tangier,Morocco,TRUE,26.75,61.875,1,0
2021-10-11,FIFA World Cup qualification,Gabon,Angola,1,W,2,0,3,NA,Franceville,Gabon,FALSE,26.642857142857142,70.71428571428571,1,0
2021-10-11,FIFA World Cup qualification,Angola,Gabon,-1,L,0,2,0,NA,Franceville,Gabon,FALSE,24.8125,61.875,1,0
2021-10-11,FIFA World Cup qualification,Libya,Egypt,1,L,0,3,0,NA,Benina,Libya,FALSE,27.666666666666668,66,2,0
2021-10-11,FIFA World Cup qualification,Egypt,Libya,-1,W,3,0,3,NA,Benina,Libya,FALSE,27.6875,61.875,3,0
2021-10-12,FIFA World Cup qualification,Portugal,Luxembourg,1,W,5,0,3,NA,Faro-Loulé,Portugal,FALSE,27.375,61.875,2,0
2021-10-12,FIFA World Cup qualification,Luxembourg,Portugal,-1,L,0,5,0,NA,Faro-Loulé,Portugal,FALSE,25.466666666666665,66,1,0
2021-10-12,FIFA World Cup qualification,Serbia,Azerbaijan,1,W,3,1,3,NA,Belgrade,Serbia,FALSE,26.8125,61.875,0,0
2021-10-12,FIFA World Cup qualification,Azerbaijan,Serbia,-1,L,1,3,0,NA,Belgrade,Serbia,FALSE,26.9375,61.875,2,0
2021-10-12,FIFA World Cup qualification,Kosovo,Georgia,1,L,1,2,0,NA,Pristina,Kosovo,FALSE,24.9375,61.875,4,0
2021-10-12,FIFA World Cup qualification,Georgia,Kosovo,-1,W,2,1,3,NA,Pristina,Kosovo,FALSE,25.8125,61.875,5,0
2021-10-12,FIFA World Cup qualification,Sweden,Greece,1,W,2,0,3,NA,Stockholm,Sweden,FALSE,27.333333333333332,66,2,0
2021-10-12,FIFA World Cup qualification,Greece,Sweden,-1,L,0,2,0,NA,Stockholm,Sweden,FALSE,24.733333333333334,65.66666666666666,4,1
2021-10-12,FIFA World Cup qualification,Bulgaria,Northern Ireland,1,W,2,1,3,NA,Sofia,Bulgaria,FALSE,25.5,61.875,1,0
2021-10-12,FIFA World Cup qualification,Northern Ireland,Bulgaria,-1,L,1,2,0,NA,Sofia,Bulgaria,FALSE,27.8,66,2,0
2021-10-12,FIFA World Cup qualification,Lithuania,Switzerland,1,L,0,4,0,NA,Vilnius,Lithuania,FALSE,27.0625,61.875,0,0
2021-10-12,FIFA World Cup qualification,Switzerland,Lithuania,-1,W,4,0,3,NA,Vilnius,Lithuania,FALSE,27.4375,61.875,0,0
2021-10-12,FIFA World Cup qualification,Kazakhstan,Finland,1,L,0,2,0,NA,Nur-Sultan,Kazakhstan,FALSE,26.6875,61.875,3,0
2021-10-12,FIFA World Cup qualification,Finland,Kazakhstan,-1,W,2,0,3,NA,Nur-Sultan,Kazakhstan,FALSE,27.4375,61.875,1,0
2014-03-05,Friendly,Russia,Armenia,1,W,2,0,3,NA,Krasnodar,Russia,FALSE,27.705882352941178,58.23529411764706,0,0
2014-03-05,Friendly,Armenia,Russia,-1,L,0,2,0,NA,Krasnodar,Russia,FALSE,25.235294117647058,58.23529411764705,0,0
2021-10-12,FIFA World Cup qualification,Faroe Islands,Scotland,1,L,0,1,0,NA,Tórshavn,Faroe Islands,FALSE,27.866666666666667,66,1,0
2021-10-12,FIFA World Cup qualification,Scotland,Faroe Islands,-1,W,1,0,3,NA,Tórshavn,Faroe Islands,FALSE,26.266666666666666,66,3,0
2021-10-12,FIFA World Cup qualification,Denmark,Austria,1,W,1,0,3,NA,Copenhagen,Denmark,FALSE,27.133333333333333,66,1,0
2021-10-12,FIFA World Cup qualification,Austria,Denmark,-1,L,0,1,0,NA,Copenhagen,Denmark,FALSE,27.333333333333332,66,2,0
2021-10-12,FIFA World Cup qualification,Israel,Moldova,1,W,2,1,3,NA,Beer Sheva,Israel,FALSE,26.6,66,0,0
2021-10-12,FIFA World Cup qualification,Moldova,Israel,-1,L,1,2,0,NA,Beer Sheva,Israel,FALSE,28.466666666666665,65.6,4,1
2021-10-12,FIFA World Cup qualification,England,Hungary,1,D,1,1,1,NA,London,England,FALSE,25.6,66,1,0
2021-10-12,FIFA World Cup qualification,Hungary,England,-1,D,1,1,1,NA,London,England,FALSE,25.8125,61.875,1,0
2021-10-12,FIFA World Cup qualification,Albania,Poland,1,L,0,1,0,NA,Tirana,Albania,FALSE,25.8,66,3,0
2021-10-12,FIFA World Cup qualification,Poland,Albania,-1,W,1,0,3,NA,Tirana,Albania,FALSE,27.125,61.875,3,0
2021-10-12,FIFA World Cup qualification,San Marino,Andorra,1,L,0,3,0,NA,Serravalle,San Marino,FALSE,26.428571428571427,70.71428571428572,4,0
2021-10-12,FIFA World Cup qualification,Andorra,San Marino,-1,W,3,0,3,NA,Serravalle,San Marino,FALSE,27.75,61.875,1,0
2021-10-12,FIFA World Cup qualification,Niger,Algeria,1,L,0,4,0,NA,Niamey,Niger,FALSE,26.533333333333335,66,1,0
