team,o_effect,o_sd,d_effect,d_sd,net_effect
Tahiti,0.023067642839059106,0.15000142845739717,0.26629031534507486,0.1647976367130292,-0.24322267250601576
Taiwan,-0.47504987319176556,0.14460370172145795,0.6968908717032718,0.11148598125536625,-1.1719407448950374
Tajikistan,-0.053190764896415325,0.11468091442419016,-0.06705446095883148,0.11751369823163174,0.013863696062416157
Tamil Eelam,-0.20646765523762117,0.22106791009490384,0.5408797598995635,0.23064972494752992,-0.7473474151371846
Tanzania,-0.13987778846052087,0.11836942133502305,-0.17137361372728024,0.10611202972261444,0.03149582526675937
Thailand,0.031209449791626293,0.09280032232757904,-0.028783889940624755,0.0983946866434401,0.059993339732251044
Tibet,-0.24509711104488463,0.31720336013572964,1.005961209231711,0.23522875402417281,-1.2510583202765955
Ticino,-0.39093721899712425,0.4390898288589636,1.490119022854628,0.4567101185483637,-1.8810562418517522
Timor-Leste,-0.9577804160147808,0.19804657830435926,1.2246422358079345,0.12012451140862257,-2.182422651822715
Togo,0.053473490354018785,0.12545846889001555,-0.22555098929318296,0.11505110305328867,0.27902447964720173
Tonga,-1.053136809689167,0.2718872072722454,1.4739994693807021,0.17692788973547802,-2.527136279069869
Trinidad and Tobago,0.13335054947944314,0.0922964090337977,-0.1347301692160845,0.09354278874458241,0.26808071869552763
Tunisia,0.4791843316620404,0.08801592827981584,-0.73417730988063,0.10755998928052994,1.2133616415426705
Turkey,0.6802876576120487,0.08747636337980161,-0.5904352493777797,0.09995950584061687,1.2707229069898283
Turkmenistan,-0.14212016382066503,0.1440162728224099,0.1715006657032289,0.12924721180764367,-0.3136208295238939
Turks and Caicos Islands,-0.8748812218628306,0.18707158553983017,1.5854479168666722,0.1257260111177676,-2.4603291387295028
Tuvalu,-0.7464733707625179,0.2666499590392276,1.552960542935099,0.14772185326267034,-2.2994339136976167
Two Sicilies,-0.2877388274166401,0.42632389088802236,0.587826266874565,0.3155516312195168,-0.875565094291205
Uganda,0.022678190811456306,0.102722697566622,-0.5178201353228877,0.11316975013968145,0.540498326134344
Ukraine,0.6038451307577591,0.09612376616930678,-0.7635282074429229,0.10925738320056153,1.367373338200682
United Arab Emirates,0.27593514714323153,0.08489994242207811,-0.32169410319029496,0.0964588009617607,0.5976292503335265
United Koreans in Japan,-0.39082182254189796,0.32557027443096087,-0.393292483512265,0.36619745749647914,0.0024706609703670224
United States,0.7105642874960936,0.07352756963124107,-0.7703029810027573,0.0954699272078945,1.4808672684988509
United States Virgin Islands,-1.3317041605328084,0.20919529577812174,1.2747793111282502,0.12644180082245368,-2.6064834716610585
Uruguay,0.9090946518289647,0.08966526029377599,-0.9645562899865656,0.10618916746246122,1.8736509418155303
Uzbekistan,0.3998317128061655,0.08933084132936915,-0.5121496739550745,0.10863779298070825,0.91198138676124
Vanuatu,0.005532137946606648,0.15237547324253717,0.29889249995512923,0.1779119532918057,-0.29336036200852256
Vatican City,-0.593920822034578,0.44610173141930526,0.46432555707048845,0.4927185623246517,-1.0582463791050665
Venezuela,0.5427542822594205,0.10713022023909659,-0.6185544720876902,0.09766135532680889,1.1613087543471106
Vietnam,-0.033146563360476555,0.10463702994788601,-0.00822274765733156,0.11065115390065608,-0.024923815703144996
Wales,0.35890677185012315,0.10829634951961857,-0.7188578480693937,0.10904925857392067,1.0777646199195168
Wallis Islands and Futuna,-0.1547131628436455,0.4869246908219593,0.6492414836478996,0.5840386500605079,-0.803954646491545
Western Armenia,0.26810261133039354,0.24629648237532528,-0.27062887450378054,0.2951936580269973,0.5387314858341741
Western Australia,-0.007379441914892003,0.5428171572164763,-0.0012952195781016067,0.6877862880480788,-0.006084222336790396
Western Isles,-0.3107634969672936,0.2444562653684592,0.3850948925518576,0.20876980768044986,-0.6958583895191512
Western Sahara,-0.1537781048522521,0.39625571708184576,0.43124447132548727,0.4496832404801057,-0.5850225761777393
Yemen,-0.45044541301490293,0.15328663654887656,0.2527896086230109,0.10693292961440701,-0.7032350216379138
Yemen DPR,-0.008653153268669523,0.5330135597103873,0.053018365140293844,0.6435534569812409,-0.061671518408963365
Ynys Môn,0.1782783395628946,0.18769965864087423,0.13201954026155877,0.21688969528865287,0.046258799301335835
Yorkshire,0.4451015786395006,0.2767635082649349,0.10191796779607715,0.37982815320776286,0.34318361084342347
Yoruba Nation,-0.23684382237065263,0.4599997093524267,0.05469508615261543,0.540519767237918,-0.2915389085232681
Yugoslavia,0.3373783571203512,0.4521628860425219,-0.4370509441810158,0.4424116388774867,0.774429301301367
Zambia,0.27437031491789454,0.09221820586429715,-0.3560092559870745,0.09891594582234203,0.6303795709049691
Zanzibar,0.08574475946447789,0.20855896122429174,-0.011050110653083464,0.21315366235810032,0.09679487011756135
Zimbabwe,0.11505802137841196,0.11110436479378817,-0.3148446564803652,0.11899741396751502,0.42990267785877717
