date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_result,home_points,away_result,away_points,home_xg,away_xg,age_home,age_away,min_home,min_away,crdY_home,crdY_away,crdR_home,crdR_away,MatchURL
2015-09-03,Netherlands,Iceland,0,1,UEFA Euro qualification,Amsterdam,Netherlands,FALSE,L,0,W,3,NA,NA,25.357142857142858,28.142857142857142,66.57142857142857,70.71428571428571,2,3,1,0,https://fbref.com/en/matches/51c0445d/Netherlands-Iceland-September-3-2015-UEFA-Euro-Qualifying
2015-09-04,Denmark,Albania,0,0,UEFA Euro qualification,Copenhagen,Denmark,FALSE,D,1,D,1,NA,NA,26.615384615384617,26.214285714285715,82.5,70.71428571428571,2,4,0,0,https://fbref.com/en/matches/f4fe5100/Denmark-Albania-September-4-2015-UEFA-Euro-Qualifying
2015-09-04,Faroe Islands,Northern Ireland,1,3,UEFA Euro qualification,Tórshavn,Faroe Islands,FALSE,L,0,W,3,NA,NA,26.071428571428573,27.285714285714285,68.78571428571429,70.71428571428571,3,2,1,0,https://fbref.com/en/matches/1210899a/Faroe-Islands-Northern-Ireland-September-4-2015-UEFA-Euro-Qualifying
2015-09-04,Georgia,Scotland,1,0,UEFA Euro qualification,Tbilisi,Georgia,FALSE,W,3,L,0,NA,NA,26.5,27.5,70.71428571428571,70.71428571428571,3,0,0,0,https://fbref.com/en/matches/b926f07c/Georgia-Scotland-September-4-2015-UEFA-Euro-Qualifying
2015-09-04,Germany,Poland,3,1,UEFA Euro qualification,Frankfurt am Main,Germany,FALSE,W,3,L,0,NA,NA,25.923076923076923,27.5,76.15384615384616,70.71428571428571,2,2,0,0,https://fbref.com/en/matches/77ebaaca/Germany-Poland-September-4-2015-UEFA-Euro-Qualifying
2015-09-04,Greece,Finland,0,1,UEFA Euro qualification,Piraeus,Greece,FALSE,L,0,W,3,NA,NA,26.642857142857142,26.5,70.71428571428571,70.71428571428571,2,1,0,0,https://fbref.com/en/matches/5c9acbfd/Greece-Finland-September-4-2015-UEFA-Euro-Qualifying
2015-09-04,Hungary,Romania,0,0,UEFA Euro qualification,Budapest,Hungary,FALSE,D,1,D,1,NA,NA,28.642857142857142,28.142857142857142,70.71428571428571,70.71428571428571,3,4,0,0,https://fbref.com/en/matches/e9b12619/Hungary-Romania-September-4-2015-UEFA-Euro-Qualifying
2015-09-04,Portugal,France,0,1,Friendly,Lisbon,Portugal,FALSE,L,0,W,3,NA,NA,28.235294117647058,26.5625,58.23529411764706,61.875,1,1,0,0,https://fbref.com/en/matches/cc928416/Portugal-France-September-4-2015-Friendlies-M
2015-09-04,Serbia,Armenia,2,0,UEFA Euro qualification,Novi Sad,Serbia,FALSE,W,3,L,0,NA,NA,25.5,26.5,70.71428571428571,70.71428571428571,2,1,0,0,https://fbref.com/en/matches/14015901/Serbia-Armenia-September-4-2015-UEFA-Euro-Qualifying
2015-09-05,Austria,Moldova,1,0,UEFA Euro qualification,Vienna,Austria,FALSE,W,3,L,0,NA,NA,27.357142857142858,26.357142857142858,70.71428571428571,70.71428571428572,1,2,0,0,https://fbref.com/en/matches/118a6be7/Austria-Moldova-September-5-2015-UEFA-Euro-Qualifying
2015-09-05,Estonia,Lithuania,1,0,UEFA Euro qualification,Tallinn,Estonia,FALSE,W,3,L,0,NA,NA,28.071428571428573,26,70.71428571428571,70.71428571428571,2,3,0,0,https://fbref.com/en/matches/6b613bde/Estonia-Lithuania-September-5-2015-UEFA-Euro-Qualifying
2015-09-05,Montenegro,Liechtenstein,2,0,UEFA Euro qualification,Podgorica,Montenegro,FALSE,W,3,L,0,NA,NA,27.357142857142858,26.928571428571427,70.71428571428572,70.71428571428571,1,2,0,0,https://fbref.com/en/matches/6142c7c1/Montenegro-Liechtenstein-September-5-2015-UEFA-Euro-Qualifying
2015-09-05,Russia,Sweden,1,0,UEFA Euro qualification,Moscow,Russia,FALSE,W,3,L,0,NA,NA,29.714285714285715,28.5,70.71428571428571,70.71428571428572,2,2,0,0,https://fbref.com/en/matches/b065bde5/Russia-Sweden-September-5-2015-UEFA-Euro-Qualifying
2015-09-05,San Marino,England,0,6,UEFA Euro qualification,Serravalle,San Marino,FALSE,L,0,W,3,NA,NA,27.5,25.071428571428573,70.71428571428571,70.71428571428571,1,0,0,0,https://fbref.com/en/matches/bcfcd03f/San-Marino-England-September-5-2015-UEFA-Euro-Qualifying
2015-09-05,Spain,Slovakia,2,0,UEFA Euro qualification,Oviedo,Spain,FALSE,W,3,L,0,NA,NA,27.928571428571427,26.428571428571427,70.71428571428571,70.71428571428571,0,2,0,0,https://fbref.com/en/matches/5d14f269/Spain-Slovakia-September-5-2015-UEFA-Euro-Qualifying
2015-09-05,Switzerland,Slovenia,3,2,UEFA Euro qualification,Basel,Switzerland,FALSE,W,3,L,0,NA,NA,24.857142857142858,28.928571428571427,70.71428571428572,70.71428571428571,4,5,0,0,https://fbref.com/en/matches/cc9c684e/Switzerland-Slovenia-September-5-2015-UEFA-Euro-Qualifying
2015-09-05,Ukraine,Belarus,3,1,UEFA Euro qualification,Lviv,Ukraine,FALSE,W,3,L,0,NA,NA,28.285714285714285,28.142857142857142,70.64285714285714,70.71428571428572,4,2,1,0,https://fbref.com/en/matches/ccccdd74/Ukraine-Belarus-September-5-2015-UEFA-Euro-Qualifying
2015-09-06,Cyprus,Belgium,0,1,UEFA Euro qualification,Nicosia,Cyprus,FALSE,L,0,W,3,NA,NA,26.857142857142858,25.76923076923077,70.71428571428571,76.15384615384616,3,1,0,0,https://fbref.com/en/matches/a2af4ddb/Cyprus-Belgium-September-6-2015-UEFA-Euro-Qualifying
2015-09-06,Iceland,Kazakhstan,0,0,UEFA Euro qualification,Reykjavík,Iceland,FALSE,D,1,D,1,NA,NA,27.083333333333332,25.46153846153846,82.33333333333333,76.15384615384616,3,5,1,0,https://fbref.com/en/matches/dfaa3650/Iceland-Kazakhstan-September-6-2015-UEFA-Euro-Qualifying
2015-09-06,Italy,Bulgaria,1,0,UEFA Euro qualification,Palermo,Italy,FALSE,W,3,L,0,NA,NA,27.357142857142858,28.142857142857142,68.14285714285714,68.21428571428572,0,3,1,1,https://fbref.com/en/matches/feddd5da/Italy-Bulgaria-September-6-2015-UEFA-Euro-Qualifying
2015-09-06,Latvia,Czech Republic,1,2,UEFA Euro qualification,Riga,Latvia,FALSE,L,0,W,3,NA,NA,27.285714285714285,27.071428571428573,70.71428571428571,70.71428571428572,2,0,0,0,https://fbref.com/en/matches/480df4da/Latvia-Czech-Republic-September-6-2015-UEFA-Euro-Qualifying
2015-09-06,Malta,Azerbaijan,2,2,UEFA Euro qualification,Attard,Malta,FALSE,D,1,D,1,NA,NA,29.071428571428573,25.928571428571427,70.71428571428571,70.71428571428571,1,0,0,0,https://fbref.com/en/matches/3916e31b/Malta-Azerbaijan-September-6-2015-UEFA-Euro-Qualifying
2015-09-06,Norway,Croatia,2,0,UEFA Euro qualification,Oslo,Norway,FALSE,W,3,L,0,NA,NA,25.428571428571427,27.384615384615383,70.71428571428571,76.15384615384616,3,3,0,0,https://fbref.com/en/matches/04c350e8/Norway-Croatia-September-6-2015-UEFA-Euro-Qualifying
2015-09-06,Wales,Israel,0,0,UEFA Euro qualification,Cardiff,Wales,FALSE,D,1,D,1,NA,NA,26.076923076923077,26.142857142857142,76.15384615384616,70.71428571428571,2,5,0,0,https://fbref.com/en/matches/23fe1107/Wales-Israel-September-6-2015-UEFA-Euro-Qualifying
2015-09-07,Albania,Portugal,0,1,UEFA Euro qualification,Elbasan,Albania,FALSE,L,0,W,3,NA,NA,26.214285714285715,28.642857142857142,70.71428571428571,70.71428571428572,2,1,0,0,https://fbref.com/en/matches/7b42048e/Albania-Portugal-September-7-2015-UEFA-Euro-Qualifying
2015-09-07,Armenia,Denmark,0,0,UEFA Euro qualification,Yerevan,Armenia,FALSE,D,1,D,1,NA,NA,26.285714285714285,26.214285714285715,70.71428571428571,70.71428571428572,3,1,0,0,https://fbref.com/en/matches/1aa4bfd2/Armenia-Denmark-September-7-2015-UEFA-Euro-Qualifying
2015-09-07,Finland,Faroe Islands,1,0,UEFA Euro qualification,Helsinki,Finland,FALSE,W,3,L,0,NA,NA,25.714285714285715,26.714285714285715,70.71428571428571,70.71428571428571,3,5,0,0,https://fbref.com/en/matches/e334b0eb/Finland-Faroe-Islands-September-7-2015-UEFA-Euro-Qualifying
2015-09-07,France,Serbia,2,1,Friendly,Bordeaux,France,FALSE,W,3,L,0,NA,NA,26,24.705882352941178,61.875,58.23529411764706,1,1,0,0,https://fbref.com/en/matches/2d0d1d38/France-Serbia-September-7-2015-Friendlies-M
2015-09-07,Northern Ireland,Hungary,1,1,UEFA Euro qualification,Belfast,Northern Ireland,FALSE,D,1,D,1,NA,NA,27.642857142857142,28.142857142857142,70,70.71428571428571,4,4,1,0,https://fbref.com/en/matches/7701cff4/Northern-Ireland-Hungary-September-7-2015-UEFA-Euro-Qualifying
2015-09-07,Poland,Gibraltar,8,1,UEFA Euro qualification,Warsaw,Poland,FALSE,W,3,L,0,NA,NA,26.285714285714285,25.428571428571427,70.71428571428571,70.71428571428571,0,0,0,0,https://fbref.com/en/matches/0f99636a/Poland-Gibraltar-September-7-2015-UEFA-Euro-Qualifying
2015-09-07,Romania,Greece,0,0,UEFA Euro qualification,Bucharest,Romania,FALSE,D,1,D,1,NA,NA,28,26.785714285714285,70.71428571428571,70.71428571428571,1,2,0,0,https://fbref.com/en/matches/c967074f/Romania-Greece-September-7-2015-UEFA-Euro-Qualifying
2015-09-07,Scotland,Germany,2,3,UEFA Euro qualification,Glasgow,Scotland,FALSE,L,0,W,3,NA,NA,27.785714285714285,25.384615384615383,70.71428571428571,76.15384615384616,2,0,0,0,https://fbref.com/en/matches/ad1598e3/Scotland-Germany-September-7-2015-UEFA-Euro-Qualifying
2015-09-08,United States,Brazil,1,4,Friendly,Foxborough,United States,FALSE,L,0,W,3,NA,NA,26.11764705882353,25.88235294117647,58.23529411764706,58.23529411764706,2,0,0,0,https://fbref.com/en/matches/bfc049bd/United-States-Brazil-September-8-2015-Friendlies-M
2015-09-08,Belarus,Luxembourg,2,0,UEFA Euro qualification,Barysaw,Belarus,FALSE,W,3,L,0,NA,NA,28.642857142857142,26.5,70.71428571428572,70.71428571428571,0,1,0,0,https://fbref.com/en/matches/4695ceb7/Belarus-Luxembourg-September-8-2015-UEFA-Euro-Qualifying
2015-09-08,England,Switzerland,2,0,UEFA Euro qualification,London,England,FALSE,W,3,L,0,NA,NA,24.142857142857142,25.357142857142858,70.71428571428571,70.71428571428572,2,0,0,0,https://fbref.com/en/matches/0ee59579/England-Switzerland-September-8-2015-UEFA-Euro-Qualifying
2015-09-08,Liechtenstein,Russia,0,7,UEFA Euro qualification,Vaduz,Liechtenstein,FALSE,L,0,W,3,NA,NA,27.071428571428573,28.428571428571427,67.07142857142857,70.71428571428571,2,0,1,0,https://fbref.com/en/matches/be2c4c8e/Liechtenstein-Russia-September-8-2015-UEFA-Euro-Qualifying
2015-09-08,Lithuania,San Marino,2,1,UEFA Euro qualification,Vilnius,Lithuania,FALSE,W,3,L,0,NA,NA,25.785714285714285,27,67.78571428571428,70.5,2,5,1,1,https://fbref.com/en/matches/2ba5494f/Lithuania-San-Marino-September-8-2015-UEFA-Euro-Qualifying
2015-09-08,Moldova,Montenegro,0,2,UEFA Euro qualification,Chișinău,Moldova,FALSE,L,0,W,3,NA,NA,27.384615384615383,26.785714285714285,76.15384615384616,70.71428571428572,4,4,0,0,https://fbref.com/en/matches/28d0c888/Moldova-Montenegro-September-8-2015-UEFA-Euro-Qualifying
2015-09-08,Slovakia,Ukraine,0,0,UEFA Euro qualification,Žilina,Slovakia,FALSE,D,1,D,1,NA,NA,28.785714285714285,28.25,70.71428571428572,82.5,2,3,0,0,https://fbref.com/en/matches/9c4d1093/Slovakia-Ukraine-September-8-2015-UEFA-Euro-Qualifying
2015-09-08,Slovenia,Estonia,1,0,UEFA Euro qualification,Maribor,Slovenia,FALSE,W,3,L,0,NA,NA,27.714285714285715,28,70.71428571428571,70.71428571428571,1,2,0,0,https://fbref.com/en/matches/d0779119/Slovenia-Estonia-September-8-2015-UEFA-Euro-Qualifying
2015-09-08,Sweden,Austria,1,4,UEFA Euro qualification,Solna,Sweden,FALSE,L,0,W,3,NA,NA,28.571428571428573,26.857142857142858,70.71428571428571,70.71428571428571,1,3,0,0,https://fbref.com/en/matches/234114ad/Sweden-Austria-September-8-2015-UEFA-Euro-Qualifying
2015-10-08,Albania,Serbia,0,2,UEFA Euro qualification,Elbasan,Albania,FALSE,L,0,W,3,NA,NA,26.285714285714285,27,70.71428571428572,70.71428571428572,2,3,0,0,https://fbref.com/en/matches/5afa923f/Albania-Serbia-October-8-2015-UEFA-Euro-Qualifying
2015-10-08,France,Armenia,4,0,Friendly,Nice,France,FALSE,W,3,L,0,NA,NA,27.0625,25.823529411764707,61.875,58.23529411764706,2,1,0,0,https://fbref.com/en/matches/95a4db48/France-Armenia-October-8-2015-Friendlies-M
2015-10-08,Georgia,Gibraltar,4,0,UEFA Euro qualification,Tbilisi,Georgia,FALSE,W,3,L,0,NA,NA,25.571428571428573,26.928571428571427,70.71428571428572,70.71428571428572,1,1,0,0,https://fbref.com/en/matches/e7473af5/Georgia-Gibraltar-October-8-2015-UEFA-Euro-Qualifying
2015-10-08,Hungary,Faroe Islands,2,1,UEFA Euro qualification,Budapest,Hungary,FALSE,W,3,L,0,NA,NA,28.357142857142858,25.5,70.71428571428571,70.64285714285714,1,3,0,1,https://fbref.com/en/matches/b3572475/Hungary-Faroe-Islands-October-8-2015-UEFA-Euro-Qualifying
2015-10-08,Northern Ireland,Greece,3,1,UEFA Euro qualification,Belfast,Northern Ireland,FALSE,W,3,L,0,NA,NA,26.571428571428573,27.5,70.71428571428571,70.71428571428572,0,0,0,0,https://fbref.com/en/matches/85c7fa06/Northern-Ireland-Greece-October-8-2015-UEFA-Euro-Qualifying
2015-10-08,Portugal,Denmark,1,0,UEFA Euro qualification,Braga,Portugal,FALSE,W,3,L,0,NA,NA,29.214285714285715,26.285714285714285,70.71428571428571,70.71428571428571,2,3,0,0,https://fbref.com/en/matches/771bf592/Portugal-Denmark-October-8-2015-UEFA-Euro-Qualifying
2015-10-08,Romania,Finland,1,1,UEFA Euro qualification,Bucharest,Romania,FALSE,D,1,D,1,NA,NA,27.857142857142858,26.642857142857142,70.71428571428571,70.71428571428572,1,4,0,0,https://fbref.com/en/matches/7be59fcc/Romania-Finland-October-8-2015-UEFA-Euro-Qualifying
2015-10-08,Scotland,Poland,2,2,UEFA Euro qualification,Glasgow,Scotland,FALSE,D,1,D,1,NA,NA,28.5,27.5,70.71428571428571,70.71428571428572,2,2,0,0,https://fbref.com/en/matches/6928e7a1/Scotland-Poland-October-8-2015-UEFA-Euro-Qualifying
2015-10-09,England,Estonia,2,0,UEFA Euro qualification,London,England,FALSE,W,3,L,0,NA,NA,24.714285714285715,28.142857142857142,70.71428571428571,70.71428571428571,0,1,0,0,https://fbref.com/en/matches/8d6f2297/England-Estonia-October-9-2015-UEFA-Euro-Qualifying
2015-10-09,Liechtenstein,Sweden,0,2,UEFA Euro qualification,Vaduz,Liechtenstein,FALSE,L,0,W,3,NA,NA,27.5,29.071428571428573,70.71428571428571,70.71428571428572,1,2,0,0,https://fbref.com/en/matches/84b2def3/Liechtenstein-Sweden-October-9-2015-UEFA-Euro-Qualifying
2015-10-09,Moldova,Russia,1,2,UEFA Euro qualification,Chișinău,Moldova,FALSE,L,0,W,3,NA,NA,25.46153846153846,29.142857142857142,76.15384615384616,70.71428571428572,1,2,0,0,https://fbref.com/en/matches/e03b30dc/Moldova-Russia-October-9-2015-UEFA-Euro-Qualifying
2015-10-09,Montenegro,Austria,2,3,UEFA Euro qualification,Podgorica,Montenegro,FALSE,L,0,W,3,NA,NA,25.642857142857142,27.071428571428573,70.42857142857143,70.71428571428571,2,0,1,0,https://fbref.com/en/matches/7602a74a/Montenegro-Austria-October-9-2015-UEFA-Euro-Qualifying
2015-10-09,Slovakia,Belarus,0,1,UEFA Euro qualification,Žilina,Slovakia,FALSE,L,0,W,3,NA,NA,27.857142857142858,26.571428571428573,70.78571428571429,68.85714285714286,2,5,0,1,https://fbref.com/en/matches/cc8dbd80/Slovakia-Belarus-October-9-2015-UEFA-Euro-Qualifying
2015-10-09,Slovenia,Lithuania,1,1,UEFA Euro qualification,Ljubljana,Slovenia,FALSE,D,1,D,1,NA,NA,28.071428571428573,26.428571428571427,70.71428571428571,70.71428571428571,2,4,0,0,https://fbref.com/en/matches/61c607f8/Slovenia-Lithuania-October-9-2015-UEFA-Euro-Qualifying
2015-10-09,Somalia,Niger,0,2,FIFA World Cup qualification,Addis Ababa,Ethiopia,TRUE,L,0,W,3,NA,NA,19.142857142857142,23.785714285714285,70.71428571428572,70.71428571428572,2,2,0,0,https://fbref.com/en/matches/0bbee5ff/Somalia-Niger-October-9-2015-WCQ----CAF-M
2015-10-09,Spain,Luxembourg,4,0,UEFA Euro qualification,Logroño,Spain,FALSE,W,3,L,0,NA,NA,27.357142857142858,25.785714285714285,70.71428571428571,70.71428571428571,1,3,0,0,https://fbref.com/en/matches/4ebde426/Spain-Luxembourg-October-9-2015-UEFA-Euro-Qualifying
2015-10-09,Switzerland,San Marino,7,0,UEFA Euro qualification,St. Gallen,Switzerland,FALSE,W,3,L,0,NA,NA,24.357142857142858,26.071428571428573,70.71428571428572,70.71428571428572,0,2,0,0,https://fbref.com/en/matches/410e3714/Switzerland-San-Marino-October-9-2015-UEFA-Euro-Qualifying
2015-10-10,Andorra,Belgium,1,4,UEFA Euro qualification,Sant Julià de Lòria,Andorra,FALSE,L,0,W,3,NA,NA,28.071428571428573,25,70.71428571428572,70.71428571428571,4,3,0,0,https://fbref.com/en/matches/fec5d9d0/Andorra-Belgium-October-10-2015-UEFA-Euro-Qualifying
2015-10-10,Azerbaijan,Italy,1,3,UEFA Euro qualification,Baku,Azerbaijan,FALSE,L,0,W,3,NA,NA,26.142857142857142,27.5,70.5,70.71428571428571,1,0,1,0,https://fbref.com/en/matches/2bba56db/Azerbaijan-Italy-October-10-2015-UEFA-Euro-Qualifying
2015-10-10,Croatia,Bulgaria,3,0,UEFA Euro qualification,Zagreb,Croatia,FALSE,W,3,L,0,NA,NA,26.428571428571427,26.642857142857142,70.57142857142857,70.71428571428571,1,0,1,0,https://fbref.com/en/matches/7c9a96cc/Croatia-Bulgaria-October-10-2015-UEFA-Euro-Qualifying
2015-10-10,Iceland,Latvia,2,2,UEFA Euro qualification,Reykjavík,Iceland,FALSE,D,1,D,1,NA,NA,29,26.142857142857142,76.15384615384616,70.71428571428571,2,2,0,0,https://fbref.com/en/matches/b38ce5a1/Iceland-Latvia-October-10-2015-UEFA-Euro-Qualifying
2015-10-10,Israel,Cyprus,1,2,UEFA Euro qualification,Jerusalem,Israel,FALSE,L,0,W,3,NA,NA,26.714285714285715,27.928571428571427,70.71428571428572,70.71428571428571,2,2,0,0,https://fbref.com/en/matches/0e40f5e1/Israel-Cyprus-October-10-2015-UEFA-Euro-Qualifying
2015-10-10,Kazakhstan,Netherlands,1,2,UEFA Euro qualification,Astana,Kazakhstan,FALSE,L,0,W,3,NA,NA,26.071428571428573,25.071428571428573,70.71428571428571,70.71428571428571,1,3,0,0,https://fbref.com/en/matches/9ab6e3cb/Kazakhstan-Netherlands-October-10-2015-UEFA-Euro-Qualifying
2015-10-10,Norway,Malta,2,0,UEFA Euro qualification,Oslo,Norway,FALSE,W,3,L,0,NA,NA,24.5,27.714285714285715,70.71428571428572,70.71428571428572,0,1,0,0,https://fbref.com/en/matches/2ec30f63/Norway-Malta-October-10-2015-UEFA-Euro-Qualifying
2015-10-11,Armenia,Albania,0,3,UEFA Euro qualification,Yerevan,Armenia,FALSE,L,0,W,3,NA,NA,26.5,25.571428571428573,70.71428571428571,70.71428571428571,3,3,0,0,https://fbref.com/en/matches/d024b81a/Armenia-Albania-October-11-2015-UEFA-Euro-Qualifying
2015-10-11,Denmark,France,1,2,Friendly,Copenhagen,Denmark,FALSE,L,0,W,3,NA,NA,25.941176470588236,25.6,58.23529411764705,66,0,0,0,0,https://fbref.com/en/matches/b40e33bb/Denmark-France-October-11-2015-Friendlies-M
2015-10-11,Faroe Islands,Romania,0,3,UEFA Euro qualification,Tórshavn,Faroe Islands,FALSE,L,0,W,3,NA,NA,25.285714285714285,27.714285714285715,70.71428571428572,70.71428571428571,3,1,0,0,https://fbref.com/en/matches/12d11549/Faroe-Islands-Romania-October-11-2015-UEFA-Euro-Qualifying
2015-10-11,Finland,Northern Ireland,1,1,UEFA Euro qualification,Helsinki,Finland,FALSE,D,1,D,1,NA,NA,25.428571428571427,27.285714285714285,70.71428571428571,70.71428571428571,0,0,0,0,https://fbref.com/en/matches/ad8a3924/Finland-Northern-Ireland-October-11-2015-UEFA-Euro-Qualifying
2015-10-11,Germany,Georgia,2,1,UEFA Euro qualification,Leipzig,Germany,FALSE,W,3,L,0,NA,NA,25.46153846153846,27.428571428571427,76.15384615384616,70.71428571428572,1,3,0,0,https://fbref.com/en/matches/c27a7a18/Germany-Georgia-October-11-2015-UEFA-Euro-Qualifying
2015-10-11,Gibraltar,Scotland,0,6,UEFA Euro qualification,Faro,Portugal,TRUE,L,0,W,3,NA,NA,27,28.785714285714285,70.71428571428571,70.71428571428572,0,0,0,0,https://fbref.com/en/matches/b16f268c/Gibraltar-Scotland-October-11-2015-UEFA-Euro-Qualifying
2015-10-11,Greece,Hungary,4,3,UEFA Euro qualification,Piraeus,Greece,FALSE,W,3,L,0,NA,NA,25.5,28.071428571428573,70.71428571428571,70.71428571428572,2,5,0,0,https://fbref.com/en/matches/aeb9dc09/Greece-Hungary-October-11-2015-UEFA-Euro-Qualifying
2015-10-11,Serbia,Portugal,1,2,UEFA Euro qualification,Belgrade,Serbia,FALSE,L,0,W,3,NA,NA,26.571428571428573,28.428571428571427,70,70.71428571428571,4,5,2,0,https://fbref.com/en/matches/244827ea/Serbia-Portugal-October-11-2015-UEFA-Euro-Qualifying
2015-10-12,Austria,Liechtenstein,3,0,UEFA Euro qualification,Vienna,Austria,FALSE,W,3,L,0,NA,NA,27.071428571428573,27.285714285714285,70.71428571428572,70.71428571428572,1,2,0,0,https://fbref.com/en/matches/7dbdd6aa/Austria-Liechtenstein-October-12-2015-UEFA-Euro-Qualifying
2015-10-12,Estonia,Switzerland,0,1,UEFA Euro qualification,Tallinn,Estonia,FALSE,L,0,W,3,NA,NA,27.357142857142858,25.285714285714285,70.71428571428572,70.71428571428571,1,0,0,0,https://fbref.com/en/matches/ca76ac25/Estonia-Switzerland-October-12-2015-UEFA-Euro-Qualifying
2015-10-12,Lithuania,England,0,3,UEFA Euro qualification,Vilnius,Lithuania,FALSE,L,0,W,3,NA,NA,25.428571428571427,24.142857142857142,70.71428571428571,70.71428571428571,2,2,0,0,https://fbref.com/en/matches/5f494b8a/Lithuania-England-October-12-2015-UEFA-Euro-Qualifying
2015-10-12,Luxembourg,Slovakia,2,4,UEFA Euro qualification,Luxembourg,Luxembourg,FALSE,L,0,W,3,NA,NA,25,28.642857142857142,70.71428571428572,70.78571428571429,4,3,0,0,https://fbref.com/en/matches/053d2a12/Luxembourg-Slovakia-October-12-2015-UEFA-Euro-Qualifying
2015-10-12,Morocco,Guinea,1,1,Friendly,Agadir,Morocco,FALSE,D,1,D,1,NA,NA,26.6,23.647058823529413,66,58.23529411764706,0,2,0,0,https://fbref.com/en/matches/da757fe1/Morocco-Guinea-October-12-2015-Friendlies-M
2015-10-12,Russia,Montenegro,2,0,UEFA Euro qualification,Moscow,Russia,FALSE,W,3,L,0,NA,NA,28.714285714285715,25.142857142857142,70.71428571428571,70.71428571428571,0,1,0,0,https://fbref.com/en/matches/afe5dc59/Russia-Montenegro-October-12-2015-UEFA-Euro-Qualifying
2015-10-12,San Marino,Slovenia,0,2,UEFA Euro qualification,Serravalle,San Marino,FALSE,L,0,W,3,NA,NA,28.214285714285715,27.142857142857142,70.71428571428571,70.71428571428571,2,2,0,0,https://fbref.com/en/matches/7f4aba5b/San-Marino-Slovenia-October-12-2015-UEFA-Euro-Qualifying
2015-10-12,Sweden,Moldova,2,0,UEFA Euro qualification,Solna,Sweden,FALSE,W,3,L,0,NA,NA,29.071428571428573,26.857142857142858,70.71428571428572,70.71428571428572,0,0,0,0,https://fbref.com/en/matches/593574bf/Sweden-Moldova-October-12-2015-UEFA-Euro-Qualifying
2015-10-12,Ukraine,Spain,0,1,UEFA Euro qualification,Kyiv,Ukraine,FALSE,L,0,W,3,NA,NA,27.785714285714285,25.5,70.71428571428571,70.71428571428571,3,3,0,0,https://fbref.com/en/matches/53f21dbb/Ukraine-Spain-October-12-2015-UEFA-Euro-Qualifying
2015-10-13,Belgium,Israel,3,1,UEFA Euro qualification,Brussels,Belgium,FALSE,W,3,L,0,NA,NA,25.857142857142858,26.928571428571427,70.71428571428572,70.71428571428572,2,1,0,0,https://fbref.com/en/matches/6f76b15a/Belgium-Israel-October-13-2015-UEFA-Euro-Qualifying
2015-10-13,Bulgaria,Azerbaijan,2,0,UEFA Euro qualification,Sofia,Bulgaria,FALSE,W,3,L,0,NA,NA,27.928571428571427,25.5,70.71428571428571,70.71428571428572,4,3,0,0,https://fbref.com/en/matches/6caa7243/Bulgaria-Azerbaijan-October-13-2015-UEFA-Euro-Qualifying
2015-10-13,Italy,Norway,2,1,UEFA Euro qualification,Rome,Italy,FALSE,W,3,L,0,NA,NA,28.071428571428573,25.571428571428573,70.71428571428572,70.71428571428572,0,0,0,0,https://fbref.com/en/matches/95597b1a/Italy-Norway-October-13-2015-UEFA-Euro-Qualifying
2015-10-13,Latvia,Kazakhstan,0,1,UEFA Euro qualification,Riga,Latvia,FALSE,L,0,W,3,NA,NA,26.142857142857142,25.928571428571427,70.71428571428572,70.71428571428571,1,1,0,0,https://fbref.com/en/matches/fd26f071/Latvia-Kazakhstan-October-13-2015-UEFA-Euro-Qualifying
2015-10-13,Malta,Croatia,0,1,UEFA Euro qualification,Attard,Malta,FALSE,L,0,W,3,NA,NA,28.5,26.642857142857142,70.71428571428571,70.71428571428572,1,2,0,0,https://fbref.com/en/matches/a73a9216/Malta-Croatia-October-13-2015-UEFA-Euro-Qualifying
2015-10-13,Netherlands,Czech Republic,2,3,UEFA Euro qualification,Amsterdam,Netherlands,FALSE,L,0,W,3,NA,NA,24.857142857142858,27.071428571428573,70.71428571428571,67.28571428571428,4,2,0,1,https://fbref.com/en/matches/d7df663b/Netherlands-Czech-Republic-October-13-2015-UEFA-Euro-Qualifying
2015-10-13,Niger,Somalia,4,0,FIFA World Cup qualification,Niamey,Niger,FALSE,W,3,L,0,NA,NA,24.214285714285715,19.714285714285715,70.71428571428572,70.71428571428571,0,2,0,0,https://fbref.com/en/matches/88a1b525/Niger-Somalia-October-13-2015-WCQ----CAF-M
2015-10-13,Wales,Andorra,2,0,UEFA Euro qualification,Cardiff,Wales,FALSE,W,3,L,0,NA,NA,26,28.428571428571427,70.71428571428572,70.71428571428571,3,7,0,0,https://fbref.com/en/matches/2cc8096a/Wales-Andorra-October-13-2015-UEFA-Euro-Qualifying
2015-11-07,Hong Kong,Myanmar,5,0,Friendly,Kowloon,Hong Kong,FALSE,W,3,L,0,NA,NA,29.235294117647058,21.58823529411765,58.23529411764706,56.470588235294116,1,3,0,1,https://fbref.com/en/matches/01043f20/Hong-Kong-Myanmar-November-7-2015-Friendlies-M
2015-11-11,Estonia,Georgia,3,0,Friendly,Tallinn,Estonia,FALSE,W,3,L,0,NA,NA,27.3125,25.941176470588236,61.875,58.23529411764705,0,0,0,0,https://fbref.com/en/matches/61ef4fd8/Estonia-Georgia-November-11-2015-Friendlies-M
